year,match,home,OTHER,goal_difference,half_time_goal_difference,L_goals,O_goals,L_half_time_goals,O_half_time_goals,L_shots,O_shots,L_shots_on_target,O_shots_on_target,L_corners,O_corners,L_fouls_committed,O_fouls_committed,L_yellow_cards,O_yellow_cards,L_red_cards,O_red_cards,points
00-01,3,0,Southampton,0.0,1.0,3.0,3.0,1.0,0.0,9.0,14.0,4.0,7.0,1.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0
00-01,4,1,Aston Villa,2.0,3.0,3.0,1.0,3.0,0.0,11.0,9.0,7.0,4.0,8.0,7.0,13.0,7.0,0.0,2.0,0.0,0.0,7.0
00-01,5,1,Man City,1.0,1.0,3.0,2.0,1.0,0.0,14.0,9.0,8.0,7.0,9.0,4.0,17.0,17.0,3.0,4.0,0.0,0.0,10.0
00-01,6,0,West Ham,0.0,1.0,1.0,1.0,1.0,0.0,7.0,15.0,2.0,4.0,0.0,9.0,13.0,5.0,2.0,0.0,0.0,0.0,11.0
00-01,7,1,Sunderland,0.0,0.0,1.0,1.0,1.0,1.0,11.0,8.0,6.0,3.0,12.0,3.0,14.0,18.0,2.0,2.0,0.0,0.0,12.0
00-01,8,0,Chelsea,-3.0,-2.0,0.0,3.0,0.0,2.0,10.0,11.0,2.0,5.0,1.0,3.0,14.0,14.0,1.0,1.0,0.0,0.0,12.0
00-01,9,0,Derby,4.0,1.0,4.0,0.0,1.0,0.0,16.0,6.0,11.0,0.0,3.0,4.0,13.0,18.0,1.0,1.0,0.0,0.0,15.0
00-01,10,1,Leicester,1.0,0.0,1.0,0.0,0.0,0.0,24.0,8.0,11.0,3.0,10.0,9.0,8.0,10.0,1.0,2.0,0.0,0.0,18.0
00-01,11,1,Everton,2.0,0.0,3.0,1.0,1.0,1.0,10.0,9.0,8.0,7.0,9.0,6.0,10.0,10.0,0.0,1.0,0.0,1.0,21.0
00-01,12,0,Leeds,-1.0,1.0,3.0,4.0,2.0,1.0,14.0,10.0,8.0,7.0,7.0,7.0,18.0,18.0,4.0,1.0,0.0,0.0,21.0
00-01,13,1,Coventry,3.0,1.0,4.0,1.0,1.0,0.0,19.0,10.0,13.0,5.0,7.0,1.0,10.0,12.0,1.0,0.0,0.0,0.0,24.0
00-01,14,0,Tottenham,-1.0,-1.0,1.0,2.0,1.0,2.0,9.0,6.0,4.0,4.0,5.0,6.0,13.0,11.0,2.0,1.0,0.0,0.0,24.0
00-01,15,0,Newcastle,-1.0,-1.0,1.0,2.0,0.0,1.0,13.0,9.0,9.0,6.0,11.0,5.0,15.0,17.0,2.0,3.0,0.0,0.0,24.0
00-01,16,1,Charlton,3.0,1.0,3.0,0.0,1.0,0.0,13.0,7.0,3.0,2.0,6.0,5.0,10.0,9.0,1.0,1.0,0.0,0.0,27.0
00-01,17,1,Ipswich,-1.0,-1.0,0.0,1.0,0.0,1.0,14.0,11.0,5.0,6.0,8.0,5.0,12.0,14.0,1.0,3.0,0.0,0.0,27.0
00-01,18,0,Man United,1.0,1.0,1.0,0.0,1.0,0.0,9.0,6.0,4.0,4.0,2.0,9.0,11.0,10.0,0.0,1.0,0.0,1.0,30.0
00-01,19,1,Arsenal,4.0,1.0,4.0,0.0,1.0,0.0,12.0,12.0,6.0,6.0,6.0,3.0,18.0,14.0,2.0,0.0,0.0,0.0,33.0
00-01,20,0,Middlesbrough,-1.0,-1.0,0.0,1.0,0.0,1.0,11.0,7.0,5.0,2.0,6.0,2.0,9.0,7.0,2.0,2.0,0.0,0.0,33.0
00-01,21,1,Southampton,1.0,0.0,2.0,1.0,1.0,1.0,16.0,7.0,8.0,3.0,15.0,2.0,8.0,5.0,0.0,1.0,0.0,0.0,36.0
00-01,22,0,Aston Villa,3.0,2.0,3.0,0.0,2.0,0.0,12.0,5.0,6.0,1.0,4.0,1.0,10.0,7.0,0.0,2.0,0.0,0.0,39.0
00-01,23,1,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,7.0,2.0,7.0,3.0,9.0,10.0,1.0,1.0,0.0,0.0,40.0
00-01,24,0,Man City,0.0,1.0,1.0,1.0,1.0,0.0,16.0,4.0,3.0,2.0,11.0,5.0,13.0,17.0,1.0,1.0,0.0,0.0,41.0
00-01,25,1,West Ham,3.0,2.0,3.0,0.0,2.0,0.0,14.0,8.0,10.0,3.0,5.0,3.0,9.0,6.0,0.0,1.0,0.0,1.0,44.0
00-01,26,0,Sunderland,0.0,0.0,1.0,1.0,0.0,0.0,8.0,9.0,4.0,6.0,6.0,9.0,25.0,15.0,3.0,5.0,0.0,0.0,45.0
00-01,27,0,Leicester,-2.0,0.0,0.0,2.0,0.0,0.0,8.0,9.0,3.0,7.0,7.0,4.0,7.0,9.0,1.0,1.0,0.0,0.0,45.0
00-01,28,1,Derby,0.0,-1.0,1.0,1.0,0.0,1.0,18.0,7.0,8.0,4.0,9.0,3.0,11.0,9.0,2.0,2.0,0.0,0.0,46.0
00-01,29,1,Man United,2.0,2.0,2.0,0.0,2.0,0.0,15.0,9.0,6.0,3.0,6.0,4.0,8.0,8.0,1.0,1.0,1.0,0.0,49.0
00-01,30,0,Ipswich,0.0,0.0,1.0,1.0,0.0,0.0,7.0,8.0,2.0,5.0,1.0,6.0,15.0,10.0,0.0,0.0,0.0,0.0,50.0
00-01,31,1,Leeds,-1.0,-2.0,1.0,2.0,0.0,2.0,11.0,9.0,5.0,3.0,8.0,2.0,19.0,16.0,3.0,1.0,1.0,0.0,50.0
00-01,32,0,Everton,1.0,0.0,3.0,2.0,1.0,1.0,10.0,10.0,6.0,7.0,5.0,2.0,15.0,19.0,2.0,4.0,0.0,1.0,53.0
00-01,33,1,Tottenham,2.0,0.0,3.0,1.0,1.0,1.0,14.0,7.0,8.0,5.0,6.0,4.0,10.0,13.0,1.0,1.0,0.0,0.0,56.0
00-01,34,0,Coventry,2.0,0.0,2.0,0.0,0.0,0.0,13.0,11.0,6.0,4.0,7.0,7.0,11.0,15.0,1.0,3.0,0.0,0.0,59.0
00-01,35,0,Bradford,2.0,0.0,2.0,0.0,0.0,0.0,11.0,15.0,10.0,4.0,0.0,7.0,13.0,11.0,2.0,0.0,0.0,0.0,62.0
00-01,36,1,Newcastle,3.0,1.0,3.0,0.0,1.0,0.0,12.0,6.0,5.0,3.0,2.0,3.0,11.0,10.0,0.0,2.0,0.0,0.0,65.0
00-01,37,1,Chelsea,0.0,0.0,2.0,2.0,1.0,1.0,16.0,14.0,8.0,7.0,6.0,6.0,14.0,21.0,1.0,4.0,0.0,0.0,66.0
00-01,38,0,Charlton,4.0,0.0,4.0,0.0,0.0,0.0,16.0,12.0,14.0,10.0,10.0,10.0,13.0,7.0,1.0,1.0,0.0,0.0,69.0
